id,hotel_name,country,region,website,instagram_handle,instagram_url,notes
326,Twin Farms,United States,Americas,https://www.twinfarms.com/,@twinfarms,https://www.instagram.com/twinfarms,
327,The Umstead Hotel and Spa,United States,Americas,https://www.theumstead.com/,@theumstead,https://www.instagram.com/theumstead,
328,Velaa Private Island,Maldives,Asia-Pacific,https://www.velaaprivateisland.com/,@velaaprivateisland,https://www.instagram.com/velaaprivateisland,
329,Waldorf Astoria Amsterdam,Netherlands,Europe,https://www.hilton.com/en/hotels/amswawa-waldorf-astoria-amsterdam/,@waldorfamsterdam,https://www.instagram.com/waldorfamsterdam,Waldorf Astoria (Hilton) property page.
330,Waldorf Astoria Beverly Hills,United States,Americas,https://waldorfastoriabeverlyhills.com/,@waldorfbevhills,https://www.instagram.com/waldorfbevhills,
331,Waldorf Astoria Dubai International Financial Centre,United Arab Emirates,Middle East,,@waldorfdifc,https://www.instagram.com/waldorfdifc,Instagram confirmed (@waldorfdifc). Website: Waldorf Astoria DIFC page on hilton.com — exact URL to confirm.
332,Waldorf Astoria Kuwait,Kuwait,Middle East,https://www.hilton.com/en/hotels/kwiwawa-waldorf-astoria-kuwait/,@waldorfastoriakuwait,https://www.instagram.com/waldorfastoriakuwait,Waldorf Astoria (Hilton) property page.
333,Waldorf Astoria Los Cabos Pedregal,Mexico,Americas,https://www.waldorfastorialoscabospedregal.com/,@wapedregal,https://www.instagram.com/wapedregal,
334,Waldorf Astoria Maldives Ithaafushi,Maldives,Asia-Pacific,https://www.waldorfastoriamaldives.com/,@waldorfastoriamaldives,https://www.instagram.com/waldorfastoriamaldives,
335,Waldorf Astoria Seychelles Platte Island,Seychelles,Africa,https://www.hilton.com/en/hotels/sezpiwa-waldorf-astoria-seychelles-platte-island/,@waldorfastoriaplatteisland,https://www.instagram.com/waldorfastoriaplatteisland,Waldorf Astoria (Hilton) property page.
336,Weekapaug Inn,United States,Americas,https://weekapauginn.com/,@weekapauginn,https://www.instagram.com/weekapauginn,
337,Wequassett Resort and Golf Club,United States,Americas,https://wequassett.com/,@wequassett,https://www.instagram.com/wequassett,
338,"Wymara Villas, Sunset Cove",Turks & Caicos,Americas,https://www.wymara.com/wymara_villas_and_beach_club,@wymaravillas,https://www.instagram.com/wymaravillas,"Villas-specific account, distinct from resort @wymaraturks."
339,Wynn Macau,China,Asia-Pacific,https://www.wynnresortsmacau.com/en,@wynn.macau,https://www.instagram.com/wynn.macau,
340,Wynn Palace,China,Asia-Pacific,https://www.wynnresortsmacau.com/en/wynn-palace/,@wynn.palace,https://www.instagram.com/wynn.palace,
341,Wynn Tower Suites,United States,Americas,https://www.wynnlasvegas.com/rooms-and-suites/wynn-tower-suites,,,Wynn Tower Suites is a room product within Wynn Las Vegas; no Tower Suites-specific IG. Left blank.
342,Yacht Club at The Boca Raton,United States,Americas,https://www.thebocaraton.com/suites-rooms/yacht-club/,@thebocaraton,https://www.instagram.com/thebocaraton,Yacht Club is a tower within The Boca Raton; resort account used (consistent with id 19).
343,"Zadún, a Ritz-Carlton Reserve",Mexico,Americas,https://www.ritzcarlton.com/en/hotels/sjdzr-zadun-los-cabos-a-ritz-carlton-reserve/overview/,@zadunreserve,https://www.instagram.com/zadunreserve,Ritz-Carlton Reserve (Marriott) property page.
