id,hotel_name,country,region,website,instagram_handle,instagram_url,source,gold_list_listings,notes
303,Ritz Paris,France,Europe,https://www.ritzparis.com/,@ritzparis,https://www.instagram.com/ritzparis,Forbes,,
304,RiverView Ranch,United States,Americas,https://www.riverviewranch.com/,@riverviewranchretreat,https://www.instagram.com/riverviewranchretreat,Forbes,,"Independent Forbes Five-Star guest ranch (SLH member), Montana — not a Ritz-Carlton despite list name."
305,Rockhouse Hotel & Spa,Jamaica,Americas,https://www.rockhouse.com/,@rockhousehotel,https://www.instagram.com/rockhousehotel,Gold List,"US 2025, UK 2025",From official site footer.
306,"ROKU KYOTO, LXR Hotels & Resorts",Japan,Asia-Pacific,https://www.rokukyoto.com/,@roku.kyoto,https://www.instagram.com/roku.kyoto,Forbes,,
307,Rosewood Doha,Qatar,Middle East,https://www.rosewoodhotels.com/en/doha,@rosewooddoha,https://www.instagram.com/rosewooddoha,Forbes,,
308,Rosewood Guangzhou,China,Asia-Pacific,https://www.rosewoodhotels.com/en/guangzhou,@rosewoodguangzhou,https://www.instagram.com/rosewoodguangzhou,Forbes,,
309,Rosewood Hong Kong,China,Asia-Pacific,https://www.rosewoodhotels.com/en/hong-kong,@rosewoodhongkong,https://www.instagram.com/rosewoodhongkong,World's 50 Best,,From official site footer.
310,Rosewood Little Dix Bay,British Virgin Islands,Americas,https://www.rosewoodhotels.com/en/little-dix-bay-virgin-gorda,@rosewoodlittledixbay,https://www.instagram.com/rosewoodlittledixbay,Gold List,"US 2025, UK 2025",Property page on Rosewood site.
311,Rosewood London,United Kingdom,Europe,https://www.rosewoodhotels.com/en/london,@rosewoodlondon,https://www.instagram.com/rosewoodlondon,Forbes,,
312,Rosewood Mayakoba,Mexico,Americas,https://www.rosewoodhotels.com/en/mayakoba-riviera-maya,@rwmayakoba,https://www.instagram.com/rwmayakoba,Forbes,,
313,Rosewood Miramar Beach,United States,Americas,https://www.rosewoodhotels.com/en/miramar-beach-montecito,@rosewoodmiramarbeach,https://www.instagram.com/rosewoodmiramarbeach,Forbes,,
314,Rosewood San Miguel de Allende,Mexico,Americas,https://www.rosewoodhotels.com/en/san-miguel-de-allende,@rosewoodsanmiguel,https://www.instagram.com/rosewoodsanmiguel,Forbes,,
315,Rosewood Sand Hill,United States,Americas,https://www.rosewoodhotels.com/en/sand-hill-menlo-park,@rosewoodsandhill,https://www.instagram.com/rosewoodsandhill,Forbes,,
316,Rosewood São Paulo,Brazil,Americas,https://www.rosewoodhotels.com/en/sao-paulo,@rosewoodsaopaulo,https://www.instagram.com/rosewoodsaopaulo,World's 50 Best,,Property account preferred over global @rosewoodhotels.
317,Rosewood Villa Magna,Spain,Europe,https://www.rosewoodhotels.com/en/villa-magna,@rosewoodvillamagna,https://www.instagram.com/rosewoodvillamagna,Forbes,,
318,Royal Champagne Hotel & Spa,France,Europe,https://royalchampagne.com/,@royalchampagne,https://www.instagram.com/royalchampagne,Forbes,,
319,Royal Mansour Marrakech,Morocco,Africa,https://www.royalmansour.com/en/marrakech/,@royalmansourmarrakech,https://www.instagram.com/royalmansourmarrakech,"Forbes, World's 50 Best",,Distinct from group @royalmansourcollection.
320,Royal Palm Beachcomber Luxury,Mauritius,Africa,https://www.beachcomber-hotels.com/en/hotel/royal-palm-beachcomber-luxury,@royalpalmbeachcomber,https://www.instagram.com/royalpalmbeachcomber,Forbes,,Property page within parent Beachcomber site.
321,Salamander Middleburg,United States,Americas,https://salamanderresort.com/,@salamanderresort,https://www.instagram.com/salamanderresort,Forbes,,Distinct from group @salamanderhotels.
322,Samode Palace,India,Asia-Pacific,https://samode.com/samode-palace/,@samode_hotels,https://www.instagram.com/samode_hotels,Gold List,"US 2026, UK 2026","Group account (covers Palace, Haveli, Bagh, Safari Lodge); no Palace-specific account."
323,San Ysidro Ranch,United States,Americas,https://www.sanysidroranch.com/,@sanysidroranch,https://www.instagram.com/sanysidroranch,Gold List,"US 2025, UK 2025",From official site / verified account.
324,Sandy Lane Hotel,Barbados,Americas,https://www.sandylane.com/,@sandylanehotel,https://www.instagram.com/sandylanehotel,Forbes,,
325,Santa Caterina,Italy,Europe,https://www.hotelsantacaterina.it/en/,@hotel_santa_caterina,https://www.instagram.com/hotel_santa_caterina,Gold List,"US 2025, UK 2025",Property-specific account confirmed via search.
326,"Saxon Hotel, Villas and Spa",South Africa,Africa,https://www.saxon.co.za/,@thesaxonhotel,https://www.instagram.com/thesaxonhotel,Forbes,,
327,Ser Casasandra,Mexico,Americas,https://www.casasandra.com/,@sercasasandra,https://www.instagram.com/sercasasandra,Gold List,US 2026,From official site footer.
328,Severin's Resort & Spa,Germany,Europe,https://www.severins-sylt.de/en/,@severins_resort_spa,https://www.instagram.com/severins_resort_spa,Gold List,"US 2025, UK 2025",Property account; brand is @severinshotels.
329,"Shangri-La Hotel, Toronto",Canada,Americas,https://www.shangri-la.com/toronto/shangrila/,@shangrilato,https://www.instagram.com/shangrilato,Forbes,,
330,Shangri-La Paris,France,Europe,https://www.shangri-la.com/paris/shangrila/,@shangrilaparis,https://www.instagram.com/shangrilaparis,Forbes,,
331,"Shangri-La The Shard, London",United Kingdom,Europe,https://www.shangri-la.com/london/shangrila/,@shangrilalondon,https://www.instagram.com/shangrilalondon,Forbes,,
332,Sheldon Chalet,United States,Americas,https://www.sheldonchalet.com/,@sheldonchalet,https://www.instagram.com/sheldonchalet,Gold List,"US 2026, UK 2026",
333,Singita Ebony Lodge,South Africa,Africa,https://singita.com/lodge/singita-ebony-lodge/,,,Gold List,"US 2025, UK 2025",Only group account @singita_; no lodge-specific IG. Left blank.
334,Singita Kruger National Park,South Africa,Africa,https://singita.com/region/kruger-national-park/,@singita_,https://www.instagram.com/singita_,World's 50 Best,,Group account @singita_; Kruger lodges have no separate account.
335,Six Senses Douro Valley,Portugal,Europe,https://www.sixsenses.com/en/hotels-resorts/europe/portugal/douro-valley/,@sixsensesdourovalley,https://www.instagram.com/sixsensesdourovalley,Gold List,"US 2026, UK 2026",Property page on Six Senses site.
336,Six Senses Zighy Bay,Oman,Middle East,https://www.sixsenses.com/en/hotels-resorts/middle-east-africa/oman/zighy-bay/,@sixsenseszighybay,https://www.instagram.com/sixsenseszighybay,Gold List,"US 2025, UK 2025",Property page on Six Senses site.
337,Sky Tower at Solaire Resort Entertainment City,Philippines,Asia-Pacific,https://www.skytowerspins.com/,@solaireresort,https://www.instagram.com/solaireresort,Forbes,,Sky Tower is the prestige tower within Solaire Resort; resort account used.
338,Skylofts at MGM COTAI,China,Asia-Pacific,https://www.mgm.mo/en/cotai/rooms/skylofts,,,Forbes,,Skylofts is a room product within MGM Cotai; @mgm.mo shared. Left blank.
339,Skylofts at MGM Grand,United States,Americas,https://mgmgrand.mgmresorts.com/en/hotel/skylofts.html,,,Forbes,,Skylofts is a suite product within MGM Grand Las Vegas; no Skylofts-specific IG. Left blank.
340,Sofitel Legend Metropole Hanoi,Vietnam,Asia-Pacific,https://www.sofitel-legend-metropole-hanoi.com/,@sofitellegendmetropolehanoi,https://www.instagram.com/sofitellegendmetropolehanoi,Gold List,"US 2025, UK 2025",Primary property account.
341,Somalisa Camp,Zimbabwe,Africa,https://africanbushcamps.com/experiences/somalisa-camp/,,,Gold List,"US 2026, UK 2026",No Somalisa-specific IG; operator uses a group account. Left blank.
342,Soneva Fushi,Maldives,Asia-Pacific,https://soneva.com/resorts/soneva-fushi/,@soneva,https://www.instagram.com/soneva,World's 50 Best,,Group account @soneva published on site; no property-specific account.
343,Soneva Jani,Maldives,Asia-Pacific,https://soneva.com/resorts/soneva-jani/,@soneva,https://www.instagram.com/soneva,Forbes,,Official site footer links group @soneva; a purported @sonevajaniofficial could not be confirmed. Group account used.
344,"Splendido, A Belmond Hotel, Portofino",Italy,Europe,https://www.belmond.com/hotels/europe/italy/portofino/belmond-hotel-splendido/,@belmondhotelsplendido,https://www.instagram.com/belmondhotelsplendido,Gold List,"US 2025, UK 2025",Property page on Belmond site.
345,Star Tower at Studio City Macau,China,Asia-Pacific,https://www.studiocity-macau.com/en/hotels/star-tower,,,Forbes,,Star Tower is a tower within Studio City Macau; only @studiocitymacau. Left blank.
346,Stein Eriksen Lodge Deer Valley,United States,Americas,https://www.steinlodge.com/,@steinlodge,https://www.instagram.com/steinlodge,Forbes,,
347,Sterrekopje Farm,South Africa,Africa,https://sterrekopje.com/,@sterrekopjefarm,https://www.instagram.com/sterrekopjefarm,Gold List,"US 2026, UK 2026",
348,SUJÁN Jawai,India,Asia-Pacific,https://thesujanlife.com/sujan-camps/sujan-jawai,@thesujanlife,https://www.instagram.com/thesujanlife,Gold List,"US 2025, UK 2025",Single group account covers all SUJAN camps.
349,SUJÁN Sher Bagh,India,Asia-Pacific,https://thesujanlife.com/sujan-camps/sujan-sher-bagh,@thesujanlife,https://www.instagram.com/thesujanlife,Gold List,"US 2026, UK 2026",Single group account covers all SUJAN camps.
350,Sussurro,Mozambique,Africa,https://sussurro.co/,@sussurro.co,https://www.instagram.com/sussurro.co,Gold List,"US 2026, UK 2026",
351,Taj Falaknuma Palace,India,Asia-Pacific,https://www.tajhotels.com/en-in/hotels/taj-falaknuma-palace-hyderabad,@tajfalaknuma,https://www.instagram.com/tajfalaknuma,Gold List,"US 2025, UK 2025",Property page on Taj Hotels site.
352,Takanawa Hanakohro,Japan,Asia-Pacific,https://www.princehotels.com/hanakohro/,@takanawa_hanakohro,https://www.instagram.com/takanawa_hanakohro,Forbes,,IG confirmed via official Seibu Prince site footer.
353,"The Balmoral, a Rocco Forte Hotel",United Kingdom,Europe,https://www.roccofortehotels.com/hotels-and-resorts/the-balmoral-hotel/,@thebalmoral,https://www.instagram.com/thebalmoral,Forbes,,
354,The Berkeley,United Kingdom,Europe,https://www.maybourne.com/en/hotels/the-berkeley,@the_berkeley,https://www.instagram.com/the_berkeley,Forbes,,
355,The Beverly Hills Hotel,United States,Americas,https://www.dorchestercollection.com/los-angeles/the-beverly-hills-hotel,@bevhillshotel,https://www.instagram.com/bevhillshotel,"Forbes, Gold List","US 2026, UK 2026",
356,The Brando,French Polynesia,Asia-Pacific,https://thebrando.com,@thebrandoresort,https://www.instagram.com/thebrandoresort,"Forbes, Gold List",UK 2025,
357,The Broadmoor,United States,Americas,https://www.broadmoor.com,@thebroadmoor,https://www.instagram.com/thebroadmoor,Forbes,,
358,"The Cadogan, A Belmond Hotel, London",United Kingdom,Europe,https://www.belmond.com/hotels/europe/uk/london/belmond-cadogan-hotel/,@belmondcadogan,https://www.instagram.com/belmondcadogan,Forbes,,
359,The Calile,Australia,Asia-Pacific,https://thecalilehotel.com/,@thecalilehotel,https://www.instagram.com/thecalilehotel,World's 50 Best,,From official site.
360,"The Canyon Suites at The Phoenician,  A Luxury Collection Resort",United States,Americas,https://www.canyonsuites.com/,@canyonsuitesscottsdale,https://www.instagram.com/canyonsuitesscottsdale,Forbes,,Property account now redirects followers to parent resort @phoenicianscottsdale.
361,The Capitol Hotel Tokyu,Japan,Asia-Pacific,https://www.tokyuhotels.co.jp/en/capitol-h/index.html,@thecapitolhoteltokyu,https://www.instagram.com/thecapitolhoteltokyu,Forbes,,
362,The Chanler at Cliff Walk,United States,Americas,https://www.thechanler.com/,@thechanler,https://www.instagram.com/thechanler,Forbes,,
363,The Chateau at Nemacolin,United States,Americas,https://www.nemacolin.com/properties/the-chateau/,,,Forbes,,No Chateau-specific IG; Nemacolin uses estate-wide @nemacolin. Left blank.
364,The Chedi Andermatt,Switzerland,Europe,https://www.thechediandermatt.com/,@thechediandermatt,https://www.instagram.com/thechediandermatt,Forbes,,
365,The Cloister at Sea Island,United States,Americas,https://www.seaisland.com/stay/the-cloister/,@seaisland,https://www.instagram.com/seaisland,Forbes,,Sea Island resort account (covers The Cloister and The Lodge); no separate property account.
366,The Colony Hotel,United States,Americas,https://thecolonypalmbeach.com/,@thecolonypalmbeach,https://www.instagram.com/thecolonypalmbeach,Gold List,"US 2025, UK 2025",
367,The Connaught,United Kingdom,Europe,https://www.maybourne.com/en/hotels/the-connaught,@theconnaught,https://www.instagram.com/theconnaught,"Forbes, Gold List, World's 50 Best","US 2025, UK 2025",
368,The Dolder Grand,Switzerland,Europe,https://www.thedoldergrand.com/en/,@thedoldergrand,https://www.instagram.com/thedoldergrand,Forbes,,
369,The Dorchester,United Kingdom,Europe,https://www.dorchestercollection.com/london/the-dorchester,@thedorchester,https://www.instagram.com/thedorchester,Forbes,,Instagram taken from the official site footer.
370,The Dwarika's Hotel,Nepal,Asia-Pacific,https://dwarikas.com/thedwarikas,@dwarikas_collection,https://www.instagram.com/dwarikas_collection,Gold List,"US 2025, UK 2025",Collection account; no hotel-only account.
371,The Egerton House Hotel,United Kingdom,Europe,https://egertonhousehotel.com/,@egerton_house,https://www.instagram.com/egerton_house,Forbes,,Red Carnation property. Instagram published in footer.
372,The Emory,United Kingdom,Europe,https://www.maybourne.com/en/hotels/the-emory,@theemorylondon,https://www.instagram.com/theemorylondon,World's 50 Best,,From official Maybourne property footer.
373,The Fife Arms,United Kingdom,Europe,https://thefifearms.com/,@thefifearms,https://www.instagram.com/thefifearms,Gold List,"US 2025, UK 2025",
374,The Gasparilla Inn & Club,United States,Americas,https://the-gasparilla-inn.com/,@gasparillainn,https://www.instagram.com/gasparillainn,Gold List,"US 2026, UK 2026",
375,The Goring,United Kingdom,Europe,https://www.thegoring.com/,@thegoring,https://www.instagram.com/thegoring,Forbes,,
376,The Grand Suites at Four Seasons,China,Asia-Pacific,https://www.fourseasons.com/grandsuitesmacau/,@grandsuitesmacau,https://www.instagram.com/grandsuitesmacau,Forbes,,
377,The Happy House,Nepal,Asia-Pacific,https://happyhousenepal.com/,@happyhousenepal,https://www.instagram.com/happyhousenepal,Gold List,"US 2026, UK 2026",
378,The Hazelton Hotel,Canada,Americas,https://www.thehazeltonhotel.com/,@hazeltonto,https://www.instagram.com/hazeltonto,Forbes,,
379,The Inn at Little Washington,United States,Americas,https://www.theinnatlittlewashington.com/,@innatlittlewash,https://www.instagram.com/innatlittlewash,Forbes,,IG from official site footer.
380,The Inn on Biltmore Estate,United States,Americas,https://www.biltmore.com/stay/the-inn/,,,Gold List,"US 2026, UK 2026",Only estate-wide @biltmoreestate; no Inn-specific IG. Left blank.
381,THE KARL LAGERFELD,China,Asia-Pacific,https://www.thekarllagerfeld.mo/en,@thekarllagerfeld,https://www.instagram.com/thekarllagerfeld,Forbes,,IG from official site footer.
382,The Lana,United Arab Emirates,Middle East,https://www.dorchestercollection.com/dubai/the-lana,@thelanadubai,https://www.instagram.com/thelanadubai,World's 50 Best,,From official Dorchester property footer.
383,"The Langham, Chicago",United States,Americas,https://www.langhamhotels.com/en/the-langham/chicago/,@langhamchicago,https://www.instagram.com/langhamchicago,Forbes,,Property page on parent site.
384,The Leela Palace Jaipur,India,Asia-Pacific,https://www.theleela.com/the-leela-palace-jaipur,@theleelapalace_jaipur,https://www.instagram.com/theleelapalace_jaipur,Gold List,"US 2025, UK 2025",Property page on The Leela site.
385,The Little Nell,United States,Americas,https://www.thelittlenell.com/,@thelittlenell,https://www.instagram.com/thelittlenell,Forbes,,IG from official site footer.
386,"The Lodge at Blue Sky, Auberge Collection",United States,Americas,https://auberge.com/blue-sky/,@blueskyauberge,https://www.instagram.com/blueskyauberge,Forbes,,Property page on parent auberge.com.
387,"The Lodge at Primland, Auberge Collection",United States,Americas,https://auberge.com/primland/,@primlandauberge,https://www.instagram.com/primlandauberge,Gold List,"US 2026, UK 2026",Property page on Auberge site.
388,The Lodge at Sea Island,United States,Americas,https://www.seaisland.com/stay/the-lodge/,@seaisland,https://www.instagram.com/seaisland,Forbes,,The Lodge is part of Sea Island Resort; resort account used (consistent with The Cloister).
389,The Londoner Hotel,China,Asia-Pacific,https://www.londonermacao.com/hotels/londoner-hotel.html,@the_londoner_macao,https://www.instagram.com/the_londoner_macao,Forbes,,Part of The Londoner Macao; resort account used.
390,The Lowell,United States,Americas,https://www.lowellhotel.com/,@thelowellhotel,https://www.instagram.com/thelowellhotel,Gold List,"US 2026, UK 2026",
391,The Mark,United States,Americas,https://www.themarkhotel.com/,@themarkhotelny,https://www.instagram.com/themarkhotelny,World's 50 Best,,From official site footer.
392,The Maybourne Beverly Hills,United States,Americas,https://www.maybournebeverlyhills.com/,@themaybournebh,https://www.instagram.com/themaybournebh,Forbes,,
393,The Maybourne Riviera,France,Europe,https://www.maybourneriviera.com/,@themaybourneriviera,https://www.instagram.com/themaybourneriviera,Forbes,,
394,"The Mulia - Nusa Dua, Bali",Indonesia,Asia-Pacific,https://www.themulia.com/bali/themulia,@themuliabali,https://www.instagram.com/themuliabali,Forbes,,Official account covering the resort complex; no suites-only account.
395,The Nautilus,Maldives,Asia-Pacific,https://www.thenautilusmaldives.com/,@thenautilusisland,https://www.instagram.com/thenautilusisland,Gold List,"US 2026, UK 2026",
396,The Newt in Somerset,United Kingdom,Europe,https://thenewtinsomerset.com/,@thenewtinsomerset,https://www.instagram.com/thenewtinsomerset,Manual add,,From official site footer.
397,"The Oberoi Amarvilas, Agra",India,Asia-Pacific,https://www.oberoihotels.com/hotels-in-agra-amarvilas-resort/,@oberoiamarvilas,https://www.instagram.com/oberoiamarvilas,Gold List,"US 2025, UK 2025",Property page on Oberoi site.
398,"The Oberoi Beach Resort, Mauritius",Mauritius,Africa,https://www.oberoihotels.com/hotels-in-mauritius/,@theoberoimauritius,https://www.instagram.com/theoberoimauritius,Forbes,,
399,"The Oberoi, Mumbai",India,Asia-Pacific,https://www.oberoihotels.com/hotels-in-mumbai/,@theoberoimumbai,https://www.instagram.com/theoberoimumbai,Gold List,"US 2026, UK 2026",Property page on Oberoi site.
400,The Okura Tokyo,Japan,Asia-Pacific,https://theokuratokyo.jp/en/,@theokuratokyo,https://www.instagram.com/theokuratokyo,Forbes,,
401,The Paiza Collection at Marina Bay Sands,Singapore,Asia-Pacific,https://www.marinabaysands.com/hotel/the-paiza-collection.html,,,Forbes,,Suite product within Marina Bay Sands; no property-specific IG. Left blank.
402,The Peninsula Bangkok,Thailand,Asia-Pacific,https://www.peninsula.com/en/bangkok/5-star-luxury-hotel-riverside,@thepeninsulabangkok,https://www.instagram.com/thepeninsulabangkok,Forbes,,
403,The Peninsula Beijing,China,Asia-Pacific,https://www.peninsula.com/en/beijing/5-star-luxury-hotel-wangfujing,@thepeninsulabeijing,https://www.instagram.com/thepeninsulabeijing,Forbes,,
404,The Peninsula Chicago,United States,Americas,https://www.peninsula.com/en/chicago,@thepeninsulachi,https://www.instagram.com/thepeninsulachi,Forbes,,
405,The Peninsula Hong Kong,China,Asia-Pacific,https://www.peninsula.com/en/hong-kong,@peninsulahongkong,https://www.instagram.com/peninsulahongkong,"Forbes, Gold List","US 2025, UK 2025",
406,The Peninsula Manila,Philippines,Asia-Pacific,https://www.peninsula.com/en/manila/5-star-luxury-hotel-makati,@thepeninsulamanila,https://www.instagram.com/thepeninsulamanila,"Forbes, Gold List","US 2026, UK 2026",
407,The Peninsula New York,United States,Americas,https://www.peninsula.com/en/new-york,@thepeninsulanyc,https://www.instagram.com/thepeninsulanyc,Forbes,,
408,The Peninsula Shanghai,China,Asia-Pacific,https://www.peninsula.com/en/shanghai/5-star-luxury-hotel-bund,@thepeninsulashanghai,https://www.instagram.com/thepeninsulashanghai,Forbes,,
409,The Peninsula Tokyo,Japan,Asia-Pacific,https://www.peninsulatokyo.com/,@thepeninsulatokyo,https://www.instagram.com/thepeninsulatokyo,Forbes,,
410,The Point,United States,Americas,https://thepointresort.com/,@the_pointresort,https://www.instagram.com/the_pointresort,"Forbes, Gold List","US 2026, UK 2026",
411,The Post Oak Hotel at Uptown Houston,United States,Americas,https://www.thepostoakhotel.com/,@postoakuptown,https://www.instagram.com/postoakuptown,Forbes,,
412,The Prince Akatoki London,United Kingdom,Europe,https://www.theprinceakatokilondon.com/,@theprinceakatokilondon,https://www.instagram.com/theprinceakatokilondon,Forbes,,
413,"The Prince Gallery Tokyo Kioicho, a Luxury Collection Hotel",Japan,Asia-Pacific,https://www.marriott.com/en-us/hotels/tyolc-the-prince-gallery-tokyo-kioicho-a-luxury-collection-hotel/overview/,@princegallerytokyokioicho,https://www.instagram.com/princegallerytokyokioicho,Forbes,,Marriott Luxury Collection property page.
414,The Ranch at Rock Creek,United States,Americas,https://theranchatrockcreek.com/,@theranchatrockcreek,https://www.instagram.com/theranchatrockcreek,Forbes,,
415,The Resort at Pelican Hill,United States,Americas,https://pelicanhill.com/,@pelicanhillresort,https://www.instagram.com/pelicanhillresort,Forbes,,
416,"The Ritz-Carlton Maldives, Fari Islands",Maldives,Asia-Pacific,https://www.ritzcarlton.com/en/hotels/mlera-the-ritz-carlton-maldives-fari-islands/overview/,@ritzcarltonmaldives,https://www.instagram.com/ritzcarltonmaldives,Forbes,,
417,"The Ritz-Carlton New York, Central Park",United States,Americas,https://www.ritzcarlton.com/en/hotels/nyccp-the-ritz-carlton-new-york-central-park/overview/,@ritzcarltonnycentralpark,https://www.instagram.com/ritzcarltonnycentralpark,Forbes,,
418,"The Ritz-Carlton New York, NoMad",United States,Americas,https://www.ritzcarlton.com/en/hotels/nycro-the-ritz-carlton-new-york-nomad/overview/,@ritzcarltonnewyorknomad,https://www.instagram.com/ritzcarltonnewyorknomad,Gold List,"US 2025, UK 2025",Ritz-Carlton (Marriott) property page.
419,"The Ritz-Carlton Orlando, Grande Lakes",United States,Americas,https://www.ritzcarlton.com/en/hotels/mcorz-the-ritz-carlton-orlando-grande-lakes/overview/,@ritzcarltonorlando,https://www.instagram.com/ritzcarltonorlando,Forbes,,Resort umbrella account is @grandelakesorlando.
420,"The Ritz-Carlton Ras Al Khaimah, Al Wadi Desert",United Arab Emirates,Middle East,https://www.ritzcarlton.com/en/hotels/rktrw-the-ritz-carlton-ras-al-khaimah-al-wadi-desert/overview/,@ritzcarltonalwadidesert,https://www.instagram.com/ritzcarltonalwadidesert,Gold List,"US 2026, UK 2026",Ritz-Carlton (Marriott) property page.
421,"The Ritz-Carlton, Chengdu",China,Asia-Pacific,https://www.ritzcarlton.com/en/hotels/cturz-the-ritz-carlton-chengdu/overview/,@theritzcarltonchengdu,https://www.instagram.com/theritzcarltonchengdu,Forbes,,
422,"The Ritz-Carlton, Dallas",United States,Americas,https://www.ritzcarlton.com/en/hotels/dalrz-the-ritz-carlton-dallas/overview/,@ritzcarltondallas,https://www.instagram.com/ritzcarltondallas,Forbes,,"Distinct from Ritz-Carlton Dallas, Las Colinas."
423,"The Ritz-Carlton, Dove Mountain",United States,Americas,https://www.ritzcarlton.com/en/hotels/tusrz-the-ritz-carlton-dove-mountain/overview/,@ritzcarltondovemountain,https://www.instagram.com/ritzcarltondovemountain,Forbes,,
424,"The Ritz-Carlton, Dubai",United Arab Emirates,Middle East,https://www.ritzcarlton.com/en/hotels/dxbrz-the-ritz-carlton-dubai/overview/,@ritzcarltondubai,https://www.instagram.com/ritzcarltondubai,Forbes,,"JBR property; distinct from The Ritz-Carlton, DIFC."
425,"The Ritz-Carlton, Grand Cayman",Cayman Islands,Americas,https://www.ritzcarlton.com/en/hotels/gcmrz-the-ritz-carlton-grand-cayman/overview/,@ritzcarltongrandcayman,https://www.instagram.com/ritzcarltongrandcayman,Forbes,,
426,"The Ritz-Carlton, Guangzhou",China,Asia-Pacific,https://www.ritzcarlton.com/en/hotels/canrz-the-ritz-carlton-guangzhou/overview/,@ritzcarltonguangzhou,https://www.instagram.com/ritzcarltonguangzhou,Forbes,,
427,"The Ritz-Carlton, Half Moon Bay",United States,Americas,https://www.ritzcarlton.com/en/hotels/hafrz-the-ritz-carlton-half-moon-bay/overview/,@ritzcarltonhmb,https://www.instagram.com/ritzcarltonhmb,Forbes,,
428,"The Ritz-Carlton, Hong Kong",China,Asia-Pacific,https://www.ritzcarlton.com/en/hotels/hkgkw-the-ritz-carlton-hong-kong/overview/,@ritzcarltonhongkong,https://www.instagram.com/ritzcarltonhongkong,Forbes,,
429,"The Ritz-Carlton, Kyoto",Japan,Asia-Pacific,https://www.ritzcarlton.com/en/hotels/ukyrz-the-ritz-carlton-kyoto/overview/,@ritzcarltonkyoto,https://www.instagram.com/ritzcarltonkyoto,"Forbes, Gold List","US 2026, UK 2026",
430,"The Ritz-Carlton, Macau",China,Asia-Pacific,https://www.ritzcarlton.com/en/hotels/mfmmr-the-ritz-carlton-macau/overview/,@ritzcarltonmacau,https://www.instagram.com/ritzcarltonmacau,Forbes,,
431,"The Ritz-Carlton, Nikko",Japan,Asia-Pacific,https://www.ritzcarlton.com/en/hotels/tyonz-the-ritz-carlton-nikko/overview/,@ritzcarltonnikko,https://www.instagram.com/ritzcarltonnikko,"Forbes, Gold List","US 2025, UK 2025",
432,"The Ritz-Carlton, Osaka",Japan,Asia-Pacific,https://www.ritzcarlton.com/en/hotels/osarz-the-ritz-carlton-osaka/overview/,@ritzcarlton.osaka,https://www.instagram.com/ritzcarlton.osaka,Forbes,,
433,"The Ritz-Carlton, Riyadh",Saudi Arabia,Middle East,https://www.ritzcarlton.com/en/hotels/ruhrz-the-ritz-carlton-riyadh/overview/,@theritzcarltonruh,https://www.instagram.com/theritzcarltonruh,Forbes,,
434,"The Ritz-Carlton, Tokyo",Japan,Asia-Pacific,https://www.ritzcarlton.com/en/hotels/tyorz-the-ritz-carlton-tokyo/overview/,@ritzcarltontokyo,https://www.instagram.com/ritzcarltontokyo,Forbes,,
435,The Sanctuary at Kiawah Island Golf Resort,United States,Americas,https://kiawahresort.com/,@kiawahresort,https://www.instagram.com/kiawahresort,Forbes,,The Sanctuary is the hotel within Kiawah Island Golf Resort; resort account used.
436,The Savoy,United Kingdom,Europe,https://www.thesavoylondon.com/,@thesavoylondon,https://www.instagram.com/thesavoylondon,Forbes,,
437,"The Setai, Miami Beach",United States,Americas,https://www.thesetaihotel.com/,@thesetaimiamibeach,https://www.instagram.com/thesetaimiamibeach,Forbes,,
438,The Shilla Seoul,South Korea,Asia-Pacific,https://www.shilla.net/seoul/,@theshillaseoul,https://www.instagram.com/theshillaseoul,Forbes,,
439,The St. Regis Abu Dhabi,United Arab Emirates,Middle East,https://www.marriott.com/en-us/hotels/auhrx-the-st-regis-abu-dhabi/overview/,@stregisabudhabi,https://www.instagram.com/stregisabudhabi,Forbes,,St. Regis (Marriott) property page.
440,The St. Regis Atlanta,United States,Americas,https://www.marriott.com/en-us/hotels/atlxr-the-st-regis-atlanta/overview/,@stregisatl,https://www.instagram.com/stregisatl,Forbes,,St. Regis (Marriott) property page.
441,The St. Regis Bal Harbour Resort,United States,Americas,https://www.marriott.com/en-us/hotels/miarz-the-st-regis-bal-harbour-resort/overview/,@stregisbalharbour,https://www.instagram.com/stregisbalharbour,Forbes,,St. Regis (Marriott) property page; confirm exact Marriott property code.
442,"The St. Regis Dubai, The Palm",United Arab Emirates,Middle East,https://www.marriott.com/en-us/hotels/dxbpx-the-st-regis-dubai-the-palm/overview/,@stregisdubaithepalm,https://www.instagram.com/stregisdubaithepalm,Forbes,,St. Regis (Marriott) property page.
443,The St. Regis Hong Kong,China,Asia-Pacific,https://www.marriott.com/en-us/hotels/hkgxr-the-st-regis-hong-kong/overview/,@stregishk,https://www.instagram.com/stregishk,Forbes,,St. Regis (Marriott) property page.
444,The St. Regis Macao,China,Asia-Pacific,https://www.marriott.com/en-us/hotels/mfmxr-the-st-regis-macao/overview/,@stregismacao,https://www.instagram.com/stregismacao,Forbes,,St. Regis (Marriott) property page.
445,The St. Regis Maldives Vommuli Resort,Maldives,Asia-Pacific,https://www.marriott.com/en-us/hotels/mlexr-the-st-regis-maldives-vommuli-resort/overview/,@stregismaldives,https://www.instagram.com/stregismaldives,Forbes,,St. Regis (Marriott) property page.
